Size (bp),F1: 1,F2: 2,F3: 3,F4: 4,F5: 1,F6: 2,F7: 3,F8: 4,F9: SampF9,F10: SampF10,F11: SampF11,F12: ladder
34259.67,317.93,-16.55,684.38,283.79,480.63,6.28,619.68,157.81,18.02,21.07,7.97,1828.22
34323.64,323.14,-8.21,670.21,308.27,459.81,-9.08,645.97,156.85,12.69,19.74,6.74,1801.66
34387.61,324.21,6.14,633.67,312.99,431.32,-19.94,679.31,147.41,6.13,19.79,10.97,1749.51
34451.57,321.40,19.13,591.20,313.38,413.30,-23.64,704.56,135.98,1.68,22.10,16.61,1706.54
34515.55,317.70,31.46,564.91,339.65,413.03,-18.64,715.39,129.36,1.81,23.71,19.30,1698.35
34579.52,320.44,45.72,565.48,382.63,427.07,-6.15,717.24,128.62,6.30,22.67,18.30,1730.09
34643.48,331.43,56.46,575.64,405.72,442.60,10.69,718.28,131.08,13.37,22.11,15.54,1783.81
34707.45,345.03,56.77,585.80,401.54,447.00,29.46,717.40,136.89,18.30,23.93,12.75,1833.26
34771.43,356.03,49.12,608.02,394.24,443.99,44.88,703.27,151.93,16.82,24.17,9.68,1867.90
34835.39,358.59,42.71,616.19,395.50,449.19,49.21,669.29,177.14,13.00,19.77,5.70,1890.28
34899.36,345.94,41.93,608.03,388.86,463.83,41.08,629.87,195.57,13.93,15.46,2.22,1895.19
34963.33,322.31,41.75,594.45,356.15,469.99,28.38,610.82,190.73,19.12,17.25,1.67,1871.38
35027.30,305.15,35.49,585.75,306.94,455.28,20.91,619.09,178.27,23.72,22.09,5.11,1822.88
35091.27,307.01,23.34,584.76,272.58,425.14,22.70,636.31,187.16,25.23,23.36,11.76,1773.30
35155.24,320.92,11.69,588.95,272.39,392.43,29.98,642.64,211.37,23.00,23.17,18.80,1747.07
35219.21,329.60,7.44,591.64,298.96,369.10,36.17,632.59,217.00,19.10,26.77,22.65,1750.94
35283.18,326.36,12.13,586.63,330.33,363.25,38.70,613.98,191.48,17.90,31.46,22.39,1769.08
35347.15,318.86,18.61,571.75,348.53,371.60,39.96,603.28,154.74,19.36,32.65,20.17,1773.40
35411.12,317.02,17.24,547.97,354.74,378.45,42.87,610.97,129.08,18.99,31.78,17.69,1748.32
35475.09,325.81,8.74,522.10,357.36,372.76,46.78,628.61,120.65,15.08,30.91,14.59,1711.32
35539.06,342.55,5.31,506.24,347.14,361.76,45.73,639.69,125.15,9.21,28.80,10.22,1698.10
35603.03,357.29,16.01,507.89,314.88,359.92,32.98,633.99,134.18,3.63,25.50,5.82,1723.46
35667.00,361.10,36.79,527.27,278.64,371.31,12.14,612.85,139.64,1.59,24.04,3.61,1771.51
35730.97,354.23,55.33,563.85,258.80,388.38,-1.78,593.62,140.62,4.82,25.94,3.23,1818.86
35794.94,346.90,60.01,609.67,250.72,402.75,1.26,593.92,139.89,10.00,27.79,2.71,1846.31
35858.91,350.07,47.54,643.58,242.61,412.51,15.61,599.94,136.48,11.82,25.38,2.18,1841.89
35922.88,363.39,27.28,651.52,235.77,420.82,28.87,605.96,128.11,9.31,20.05,2.46,1811.28
35986.85,377.33,15.58,641.41,239.92,430.94,35.53,609.54,114.50,6.56,16.75,3.84,1775.11
36050.82,383.29,22.82,628.14,258.61,443.06,39.53,602.05,98.27,7.29,17.48,6.72,1756.10
36114.79,376.55,44.53,617.37,280.50,452.82,45.39,590.27,87.79,10.76,20.13,9.89,1765.83
36178.76,358.97,64.54,605.49,290.58,453.78,51.64,573.13,89.81,13.83,22.13,11.00,1785.76
36242.73,340.62,68.51,588.52,289.12,445.59,57.02,555.71,91.83,14.70,22.68,9.82,1779.96
36306.70,331.09,55.02,573.90,289.37,435.60,63.61,555.05,108.79,13.26,22.58,8.13,1743.12
36370.67,330.94,32.77,575.02,297.65,428.03,68.52,574.86,128.04,10.90,22.91,7.40,1709.81
36434.64,334.24,10.70,589.26,304.56,420.65,64.10,597.18,140.44,10.57,24.01,7.54,1712.12
36498.61,338.06,-4.81,596.43,301.61,416.92,49.32,606.68,143.46,13.27,25.56,7.46,1744.46
36562.57,345.91,-8.76,581.73,298.67,428.89,31.82,604.21,139.25,15.96,26.23,5.90,1772.43
36626.55,359.01,-3.46,550.63,283.03,457.43,20.02,596.62,130.81,15.45,25.49,1.97,1771.87
36690.52,370.98,1.28,524.63,270.61,480.27,16.85,585.87,120.69,11.74,25.85,-2.45,1746.73
36754.48,375.22,0.88,524.04,268.12,474.59,18.77,569.48,112.59,8.53,28.41,-2.34,1714.19
36818.45,370.34,-1.85,547.25,272.25,441.94,22.48,550.90,110.24,9.22,28.55,3.38,1696.22
36882.43,360.48,-6.53,571.29,279.20,403.14,31.45,539.59,115.75,12.15,23.30,8.35,1707.58
36946.39,353.96,-13.16,577.29,289.50,381.90,47.96,535.33,130.41,13.61,17.36,8.02,1728.80
37010.36,354.01,-16.17,566.59,299.87,386.82,62.15,530.17,151.39,12.46,14.99,5.55,1728.97
37074.33,354.87,-11.90,553.67,300.93,402.22,63.60,527.91,170.52,9.43,14.81,4.96,1719.91
37138.30,354.69,-3.26,550.96,289.31,411.20,57.89,541.97,183.72,6.89,15.46,6.17,1733.83
37202.27,357.46,7.87,557.26,271.09,414.78,54.20,575.77,194.49,8.07,17.69,7.40,1766.79
37266.24,358.50,22.05,561.34,251.04,419.33,49.59,618.98,205.47,12.15,21.17,7.48,1794.19
37330.21,351.80,36.87,558.19,229.70,428.41,39.67,659.49,213.98,14.55,24.06,6.22,1807.54
37394.18,345.02,48.14,556.24,209.09,441.11,27.65,689.28,215.03,14.40,24.36,5.31,1807.34
37458.15,343.39,51.80,563.78,192.73,447.18,17.26,701.18,206.60,14.30,22.21,7.28,1800.06
37522.12,337.94,43.90,572.60,184.79,440.19,10.87,689.78,193.63,13.96,20.31,11.27,1805.90
37586.09,325.15,27.61,568.60,192.23,428.08,12.17,657.09,183.84,12.21,19.49,13.35,1833.84
37650.06,316.15,16.60,558.34,215.76,420.70,21.45,614.48,180.00,10.69,17.86,11.91,1866.19
37714.03,322.03,21.26,564.25,237.90,421.43,31.30,580.49,179.11,10.65,15.56,9.01,1886.69
37778.00,344.18,34.13,591.36,239.85,429.89,32.88,570.47,175.04,10.72,14.44,6.42,1891.95
37841.97,374.62,38.21,621.41,232.23,439.71,25.33,578.46,162.91,9.91,14.12,4.31,1878.66
37905.94,397.92,29.48,637.37,244.24,440.21,14.21,580.68,146.51,9.64,14.89,4.64,1851.36
37969.91,400.25,19.66,635.88,279.19,431.20,3.00,565.29,134.78,10.22,18.59,9.11,1827.46
38033.88,384.40,17.71,634.39,309.29,428.18,-7.53,543.85,127.95,9.35,23.29,13.91,1820.19
38097.85,369.98,21.92,618.13,316.40,444.35,-12.00,533.90,118.45,6.86,24.77,14.91,1832.35
38161.82,369.83,25.91,602.68,306.02,475.09,-1.01,543.60,103.92,5.94,21.80,13.08,1864.94
38225.79,376.73,24.68,596.75,286.63,503.26,24.75,565.67,88.53,8.17,16.52,10.34,1919.41
38289.76,383.53,20.89,596.27,265.40,513.72,48.97,577.79,77.20,11.61,13.26,8.20,1982.23
38353.73,395.16,22.88,597.18,253.82,504.23,54.93,564.59,75.15,13.90,14.17,8.32,2014.74
38417.70,402.89,31.65,599.61,258.79,484.01,41.69,543.03,85.22,14.42,15.85,9.97,1990.18
38481.67,410.62,38.19,601.34,272.82,462.10,23.16,544.74,102.46,13.71,15.24,11.53,1939.28
38545.64,414.95,37.58,601.60,279.52,443.34,13.87,573.92,119.28,11.88,14.77,12.70,1923.59
38609.61,396.35,37.02,603.49,273.61,430.30,16.59,601.52,131.80,9.25,17.41,13.38,1966.31
38673.57,361.35,43.06,608.36,267.44,420.53,23.45,596.71,138.48,8.02,20.95,13.07,2034.16
38737.55,329.19,48.36,616.67,266.05,412.67,26.68,557.93,141.71,10.03,22.39,11.01,2080.63
38801.52,314.16,42.52,629.07,257.94,413.91,25.40,513.09,145.83,13.30,22.76,8.16,2090.08
38865.48,319.07,28.58,637.43,246.64,426.97,23.79,487.46,148.54,14.49,23.15,7.62,2081.55
38929.45,336.53,16.46,628.42,258.33,441.39,25.56,483.21,143.21,12.83,22.37,9.59,2079.60
38993.43,350.35,10.18,604.66,298.80,449.79,29.68,491.68,128.75,10.32,20.63,10.70,2092.41
39057.39,350.38,10.09,586.02,335.71,455.67,33.31,503.87,111.14,9.95,19.58,10.03,2119.74
39121.36,341.64,16.25,583.15,341.47,457.68,37.23,510.64,96.81,12.45,19.31,9.91,2162.90
39185.33,329.64,25.93,582.22,324.92,446.54,41.56,511.45,89.80,15.04,19.45,10.55,2218.24
39249.30,318.87,34.89,561.22,310.38,424.23,40.03,513.77,93.01,15.51,21.14,9.74,2274.74
39313.27,323.90,40.55,518.23,312.13,407.07,27.69,520.69,103.26,15.05,24.82,7.46,2318.43
39377.24,352.45,42.20,478.22,326.56,404.63,10.02,537.77,111.72,14.35,27.99,5.85,2333.45
39441.21,386.18,40.25,470.71,333.25,410.09,-2.44,568.97,114.73,11.94,27.93,5.34,2311.95
39505.18,401.32,36.10,501.44,319.88,414.15,-5.53,591.96,114.34,9.15,26.22,4.85,2272.23
39569.15,394.27,30.68,542.78,300.78,417.16,-2.48,583.79,110.68,9.97,27.89,5.10,2253.69
39633.12,376.55,22.77,558.16,292.31,423.95,2.61,556.96,102.81,13.19,35.11,7.90,2280.80
39697.09,362.65,12.54,537.79,292.14,437.10,6.81,528.38,93.84,13.93,43.23,12.31,2335.19
39761.06,363.73,3.98,498.54,290.53,457.44,9.21,498.28,89.61,13.47,45.04,15.23,2369.28
39825.03,379.99,-0.65,461.97,281.20,479.00,12.30,472.47,92.18,17.21,39.54,16.22,2355.61
39889.00,400.78,-2.18,443.44,266.16,488.09,16.65,459.58,95.63,24.15,33.05,18.21,2317.38
39952.97,414.62,-1.82,442.71,253.80,480.21,16.41,457.90,91.84,27.56,31.30,22.80,2292.66
40016.94,415.50,-2.83,447.53,245.62,465.58,8.85,456.23,81.27,24.95,34.31,26.83,2294.15
40080.91,401.53,-6.73,453.67,237.47,452.65,2.97,457.34,72.47,20.14,37.50,25.41,2317.68
40144.88,373.73,-9.85,460.22,230.36,444.88,7.63,464.63,71.37,16.16,36.43,17.99,2341.99
40208.85,341.79,-10.45,459.46,223.34,449.11,17.79,474.85,77.33,13.15,31.64,9.20,2332.73
40272.82,325.49,-9.35,454.22,209.39,464.93,24.54,473.85,87.12,11.97,26.62,4.04,2290.18
40336.79,335.09,-4.31,457.02,189.22,472.66,28.81,455.94,97.61,12.85,22.99,3.72,2254.06
40400.76,353.29,7.86,467.58,174.68,456.37,32.24,436.12,105.39,13.64,20.36,5.13,2248.67
40464.73,356.71,26.90,477.90,174.89,432.76,27.23,427.59,105.75,13.35,19.74,4.86,2259.97
40528.70,347.59,45.40,486.83,187.90,429.50,10.26,427.63,97.18,13.18,23.47,3.69,2254.17
40592.67,343.58,52.14,493.78,205.17,446.99,-6.74,436.57,88.69,13.50,29.70,4.58,2210.56
40656.64,349.09,43.49,494.29,218.90,466.94,-9.99,459.22,92.00,13.83,32.06,8.15,2151.49
40720.61,355.56,25.53,488.78,226.67,478.28,-0.14,482.09,103.41,14.29,28.85,12.67,2123.64
40784.57,360.14,6.40,482.83,231.48,478.54,11.64,481.97,109.30,14.82,25.55,15.89,2140.78
40848.55,368.06,-8.62,474.58,239.95,469.25,17.25,459.44,107.32,15.23,25.29,16.92,2176.66
40912.52,380.09,-17.22,455.15,257.20,457.17,15.26,442.41,103.95,15.39,25.10,16.53,2222.65
40976.48,393.41,-17.23,426.84,277.82,451.24,9.87,452.61,99.99,14.12,22.72,14.00,2301.55
41040.45,411.76,-7.58,406.88,290.81,455.32,9.61,478.89,93.66,10.86,19.44,9.10,2409.79
41104.43,433.78,6.16,407.44,296.68,464.90,15.25,491.35,86.54,7.92,17.20,6.71,2503.13
41168.39,439.75,13.61,423.17,303.79,469.45,15.55,477.08,80.11,7.38,17.18,10.82,2549.40
41232.36,416.15,9.81,439.47,310.59,457.25,5.25,452.16,75.75,7.87,18.32,17.05,2556.51
41296.33,379.18,0.52,445.89,307.81,429.36,-7.44,439.88,76.47,7.10,17.99,18.32,2558.64
41360.30,354.53,-4.95,444.33,292.38,406.19,-13.31,446.46,82.12,4.31,16.44,14.18,2594.26
41424.27,350.08,-3.46,442.77,270.82,404.45,-9.89,460.62,87.69,0.47,16.23,10.11,2683.53
41488.24,357.36,2.31,438.73,252.80,418.14,-2.06,469.83,90.05,-1.93,18.39,9.28,2814.86
41552.21,366.94,8.77,442.27,241.99,432.38,3.58,471.73,90.94,-1.14,22.70,9.50,2952.34
41616.18,373.91,12.82,454.27,232.18,439.94,7.61,473.36,91.30,2.69,27.56,8.97,3060.85
41680.15,374.17,14.31,467.60,215.88,442.68,12.21,482.70,88.34,8.60,29.69,10.08,3133.60
41744.12,369.70,17.32,477.16,196.68,445.79,13.47,501.02,84.02,13.84,28.50,13.83,3192.58
41808.09,371.30,23.95,485.33,189.44,449.69,11.13,520.80,89.56,15.05,27.69,16.29,3251.77
41872.06,382.31,29.83,492.99,203.35,452.17,13.71,528.54,110.71,13.06,29.45,16.01,3292.80
41936.03,391.00,30.51,497.20,226.38,457.82,25.48,514.10,134.42,11.52,30.59,16.93,3296.02
42000.00,386.58,28.87,497.64,238.13,474.67,38.93,482.16,142.71,10.20,28.42,19.10,3279.71
42001.00,370.68,29.96,494.94,233.85,502.20,44.91,449.73,134.20,6.72,26.07,18.00,3276.73
42070.55,351.70,31.18,488.87,222.60,530.55,41.46,430.93,128.45,4.22,26.49,14.61,3278.73
42140.11,337.40,26.01,478.97,212.29,550.22,30.99,425.48,122.69,7.26,27.18,13.84,3246.56
42209.67,330.73,13.53,462.31,206.32,559.41,17.38,421.12,119.25,12.33,25.89,15.38,3176.79
42279.23,327.19,-2.60,437.65,204.19,561.41,5.03,410.69,122.96,13.62,24.84,15.80,3110.84
42348.78,321.41,-17.63,412.76,204.21,553.14,-4.30,403.61,128.22,12.87,26.19,15.02,3076.17
42418.34,318.38,-24.11,400.58,210.69,527.60,-10.27,413.99,131.54,14.55,28.82,14.90,3055.80
42487.89,327.01,-17.35,405.82,232.07,493.85,-11.39,441.94,130.16,17.68,30.51,15.66,3023.28
42557.45,343.13,-4.58,418.52,266.41,472.56,-7.53,470.64,124.04,18.13,30.10,17.10,2985.86
42627.01,356.46,3.66,425.03,293.22,466.94,-0.89,481.58,117.02,15.55,28.27,19.01,2967.80
42696.57,369.23,8.56,423.25,290.21,462.78,6.55,474.07,111.50,13.98,27.03,18.39,2958.58
42766.12,386.08,15.81,421.83,259.83,454.17,14.64,463.51,107.38,14.85,27.74,13.11,2914.86
42835.68,398.34,22.80,429.92,228.47,446.33,26.30,463.67,103.36,15.18,29.26,6.84,2812.60
42905.23,397.36,24.28,450.97,219.24,440.38,46.97,481.23,97.00,12.94,29.11,4.24,2668.77
42974.79,386.36,20.39,476.07,233.24,434.29,74.67,512.15,89.00,9.46,26.81,6.11,2527.41
43044.35,370.02,15.33,486.87,253.47,432.72,91.61,534.20,83.85,8.75,24.99,9.60,2440.04
43113.91,350.00,13.82,478.42,259.00,443.33,83.33,524.69,84.41,13.03,24.76,10.59,2427.48
43183.46,332.60,16.56,468.73,241.02,469.21,60.02,487.47,90.93,17.42,23.80,9.23,2455.95
43253.02,327.26,18.29,475.00,215.17,505.65,39.72,448.99,101.66,15.75,22.03,9.53,2476.37
43322.57,335.65,13.82,493.32,207.63,535.14,27.24,433.35,111.34,9.77,22.42,12.40,2468.94
43392.13,350.11,4.83,507.98,220.03,534.06,21.57,444.13,116.14,5.06,25.23,14.72,2431.75
43461.69,365.35,-2.06,510.17,229.53,497.89,23.57,466.44,117.23,3.31,27.65,14.50,2357.28
43531.24,383.54,-3.54,501.38,228.31,452.86,31.74,486.93,114.50,2.63,27.96,12.75,2244.77
43600.80,401.92,-3.05,483.70,230.22,430.13,42.33,503.24,105.40,1.87,27.41,10.55,2126.50
43670.36,407.57,-3.34,460.92,235.86,435.64,51.15,515.24,93.94,3.88,28.24,8.68,2057.21
43739.91,395.34,-0.82,447.36,229.44,453.95,52.38,525.21,90.69,11.57,29.49,8.82,2056.08
43809.47,376.58,9.39,456.31,209.40,471.05,43.41,539.10,98.41,20.56,28.00,11.46,2068.61
43879.03,362.26,26.98,482.90,189.64,483.66,30.99,551.67,109.22,23.15,23.76,14.93,2021.48
43948.58,353.92,42.81,509.66,178.12,493.29,25.12,548.28,118.41,19.11,19.59,17.98,1921.82
44018.14,350.30,43.35,520.99,174.01,501.62,28.15,530.03,125.55,14.75,17.24,20.56,1855.15
44087.70,350.69,27.62,510.96,173.51,513.92,34.74,515.72,126.26,13.39,16.90,21.30,1864.63
44157.25,357.10,11.17,484.94,173.87,536.03,39.09,515.17,120.77,13.53,18.75,18.16,1894.39
44226.81,371.70,6.94,457.50,177.36,560.24,39.92,514.61,119.60,13.63,23.35,13.50,1877.15
44296.36,389.18,13.81,446.09,185.23,569.61,40.93,514.18,127.55,13.06,29.09,12.30,1808.08
44365.92,403.45,22.26,454.00,189.41,560.18,46.57,499.88,135.61,12.25,31.84,13.76,1725.69
44435.48,417.55,25.69,462.72,193.59,542.01,55.00,476.54,136.02,13.06,28.76,12.80,1684.58
44505.04,431.29,27.21,459.90,202.82,521.52,54.34,461.49,130.28,14.83,20.59,9.06,1719.98
44574.59,431.71,30.58,460.01,218.04,501.76,34.26,460.41,121.91,13.79,11.07,5.96,1798.25
44644.15,413.65,31.27,474.42,235.84,494.16,4.89,463.57,115.45,9.07,5.88,5.29,1849.14
44713.70,393.14,26.60,487.64,244.48,507.83,-10.73,467.84,115.79,4.36,8.14,7.70,1851.46
44783.26,385.34,22.12,486.49,240.09,530.52,-5.44,482.73,121.11,3.07,14.56,12.39,1837.43
44852.82,387.39,20.86,481.67,230.31,540.19,6.31,507.90,125.23,5.19,20.42,14.70,1831.85
44922.37,392.72,18.73,482.01,218.14,531.76,10.02,524.53,124.36,8.27,24.87,10.92,1830.40
44991.93,405.16,15.03,482.36,198.06,518.43,6.63,519.27,118.15,10.53,27.09,5.38,1826.82
45061.49,427.25,17.66,481.04,174.48,508.03,4.52,501.31,109.96,11.28,25.02,5.41,1829.04
45131.04,445.66,31.56,472.85,164.98,491.98,5.14,486.39,101.95,9.65,20.05,10.46,1839.46
45200.60,443.88,47.42,462.61,178.04,464.51,6.85,479.97,90.61,6.05,15.50,13.84,1844.40
45270.16,422.54,50.40,454.11,201.02,438.74,12.88,484.38,75.36,2.60,13.28,12.57,1842.06
45339.71,396.25,38.68,450.60,213.31,431.78,22.24,503.18,64.13,0.87,14.23,10.09,1856.36
45409.27,378.57,24.78,456.07,205.46,444.83,26.16,528.40,64.54,1.78,16.70,10.67,1903.92
45478.82,376.79,18.29,469.16,187.13,466.17,22.79,540.85,76.49,5.02,18.07,13.23,1969.55
45548.38,391.55,15.84,483.27,177.37,487.78,20.12,533.10,94.58,7.75,19.46,12.17,2027.73
45617.94,413.60,10.95,491.60,182.69,515.74,22.54,517.93,115.51,8.10,22.57,4.69,2066.67
45687.50,427.62,6.77,491.50,189.96,557.45,26.82,509.61,139.59,7.90,25.69,-3.93,2076.81
45757.05,424.34,10.14,486.64,191.13,596.09,28.76,509.31,157.76,8.39,26.81,-5.17,2040.99
45826.61,407.33,19.97,480.35,202.40,601.96,27.73,509.80,150.83,7.63,25.50,1.67,1961.66
45896.16,388.10,31.65,469.48,237.99,574.78,27.99,507.81,117.70,5.17,22.71,8.96,1879.71
45965.72,374.19,41.33,453.69,277.33,543.88,34.56,509.27,83.04,4.72,20.87,11.53,1840.77
46035.28,364.16,42.02,444.13,286.21,529.49,45.06,518.71,68.54,8.73,21.51,10.95,1851.45
46104.84,358.42,30.60,450.57,262.32,531.40,51.14,527.44,77.47,13.73,23.63,11.61,1878.87
46174.39,364.48,16.37,465.31,230.51,544.90,48.48,520.12,99.06,15.12,24.67,15.08,1886.43
46243.95,383.99,11.63,471.27,204.57,563.55,40.22,492.91,115.43,13.15,22.38,17.96,1864.78
46313.50,408.48,18.81,461.02,185.32,571.33,32.14,459.95,115.70,11.36,16.70,16.85,1828.78
46383.06,431.67,31.55,440.42,180.91,552.84,27.23,439.35,103.34,11.76,11.18,12.71,1793.04
46452.62,452.66,43.02,418.29,195.60,515.77,23.84,434.89,90.05,13.64,10.54,8.38,1762.75
46522.18,470.13,51.45,399.24,211.16,486.34,19.00,431.92,87.96,15.54,15.07,5.71,1744.00
46591.73,480.58,59.17,386.02,207.69,480.15,11.80,414.75,98.69,17.20,20.51,5.40,1747.17
46661.29,476.89,64.16,383.34,191.83,490.30,2.16,389.25,109.89,19.03,23.16,6.81,1773.39
46730.84,454.51,58.24,395.37,186.57,499.81,-9.89,378.77,109.78,20.43,21.99,7.39,1801.72
46800.40,425.86,40.84,421.68,203.82,497.96,-18.80,394.97,100.79,20.39,18.87,5.78,1803.13
46869.96,413.03,21.75,455.23,234.86,489.24,-14.64,422.50,93.91,18.15,17.59,5.27,1774.05
46939.51,419.67,6.54,482.90,259.03,484.46,2.66,433.99,93.51,12.95,19.68,8.57,1739.07
47009.07,426.78,-4.06,492.11,260.13,483.99,22.27,416.57,95.10,6.55,23.51,12.43,1713.84
47078.62,418.96,-6.92,481.52,238.83,485.36,36.82,384.74,94.19,3.52,26.32,12.94,1688.13
47148.18,399.95,-3.66,462.45,208.33,502.17,44.88,367.06,88.73,6.40,25.50,10.43,1655.67
47217.74,383.11,-0.30,447.55,179.84,545.91,47.86,376.43,78.77,12.63,21.91,7.24,1636.82
47287.30,379.99,4.91,441.58,158.53,594.61,48.97,395.29,68.59,16.74,19.81,6.04,1648.39
47356.85,393.07,14.95,441.62,149.92,610.99,46.57,399.17,65.69,16.25,19.81,7.69,1666.86
47426.41,409.89,22.14,440.15,159.08,586.04,37.35,390.36,77.74,13.51,18.43,9.87,1651.59
47495.96,415.88,18.05,431.70,181.53,542.80,28.23,390.62,104.17,10.23,15.43,11.25,1594.62
47565.52,415.04,5.14,420.50,203.83,507.98,29.90,407.63,127.93,6.31,13.51,12.69,1526.36
47635.08,421.98,-8.40,413.87,215.78,492.18,40.02,428.08,130.93,3.57,12.74,14.32,1483.06
47704.64,436.91,-17.52,407.64,216.80,487.56,45.87,436.08,117.25,3.59,10.66,16.43,1481.63
47774.19,445.96,-22.19,390.39,211.70,479.98,43.68,426.90,104.02,5.02,7.25,19.13,1517.13
47843.75,442.36,-23.25,363.52,204.48,466.92,43.28,408.76,97.97,6.20,7.04,19.54,1571.97
47913.30,431.56,-20.95,346.45,193.86,458.01,49.20,393.01,96.29,6.41,12.90,15.75,1623.80
47982.86,421.52,-19.78,353.94,177.73,459.26,51.17,384.65,96.98,5.32,20.16,11.04,1654.79
48052.42,417.29,-25.56,371.97,163.20,470.80,41.04,383.37,96.24,4.15,22.90,9.19,1666.60
48121.97,418.64,-34.65,372.15,162.83,495.92,25.48,385.48,88.39,4.35,22.07,10.05,1686.09
48191.53,423.05,-37.44,354.29,180.59,534.05,15.37,388.09,76.46,5.26,22.85,11.89,1738.84
48261.09,432.12,-31.68,349.95,207.64,566.97,15.98,394.11,76.85,6.16,27.61,13.86,1803.07
48330.64,446.69,-23.18,372.46,232.09,569.40,28.14,403.92,106.98,7.54,32.84,15.99,1818.65
48400.20,459.94,-16.89,394.45,253.42,536.96,45.53,409.00,156.60,9.37,33.18,17.38,1774.28
48469.76,462.45,-12.23,390.55,275.86,492.72,55.37,403.24,181.68,10.85,29.56,15.96,1746.78
48539.31,451.48,-5.05,374.50,285.46,464.60,51.69,390.02,156.63,11.43,27.44,12.76,1817.22
48608.87,432.93,0.57,374.36,265.15,464.47,45.73,381.75,132.91,11.75,27.21,11.87,1984.42
48678.43,411.96,6.20,374.21,229.17,464.33,39.78,373.47,109.19,13.29,25.60,12.89,2177.11
48747.98,390.22,16.61,387.06,205.98,485.56,26.83,357.51,75.35,15.54,23.62,10.12,2320.53
48817.54,376.99,18.28,386.20,202.71,515.96,18.47,358.77,58.06,15.71,23.06,2.95,2390.53
48887.09,383.35,8.98,363.79,210.28,549.05,18.03,396.31,48.13,13.20,21.34,-0.70,2418.57
48956.65,401.97,-2.62,339.24,219.79,577.58,20.80,453.89,47.45,10.83,17.52,2.85,2453.93
49026.21,418.16,-4.91,328.26,222.38,585.84,18.91,483.12,56.35,10.77,15.40,6.60,2528.41
49095.77,434.56,2.33,327.60,212.07,568.47,12.66,462.53,64.05,12.50,16.25,5.73,2634.98
49165.32,456.20,10.46,329.07,191.32,541.87,6.72,421.53,66.60,13.41,17.16,4.26,2729.01
49234.88,466.41,18.21,331.67,163.57,520.76,2.16,392.81,74.54,11.04,18.44,5.95,2773.34
49304.43,447.52,29.81,338.19,130.38,503.80,-1.42,377.74,92.31,6.69,23.19,9.51,2775.01
49373.99,411.31,41.30,350.85,99.93,487.83,-5.76,367.91,109.19,4.44,28.51,11.36,2765.54
49443.55,385.28,43.79,371.54,82.77,474.77,-14.71,363.11,116.00,5.29,28.85,9.28,2767.54
49513.11,381.77,34.75,397.25,84.70,468.45,-25.76,363.11,115.46,5.77,26.21,6.85,2786.67
49582.66,396.28,20.35,415.06,111.82,477.56,-28.23,370.13,111.48,3.26,24.99,9.44,2815.81
49652.22,420.10,9.90,413.65,160.34,508.46,-18.38,392.68,101.41,0.25,23.83,14.41,2837.70
49721.77,439.26,6.58,400.81,200.94,550.33,-7.07,428.01,86.34,1.38,21.89,14.08,2840.49
49791.33,438.07,5.46,394.37,207.15,582.50,-4.33,454.90,76.45,6.29,21.67,7.56,2838.60
49860.89,418.16,3.97,396.80,188.99,594.91,-7.12,458.14,77.27,9.34,22.29,1.39,2851.32
49930.45,399.37,6.10,397.10,170.37,592.08,-8.74,446.03,83.51,8.10,20.60,0.39,2865.97
50000.00,394.20,12.21,391.57,160.35,583.21,-7.65,433.23,90.80,6.33,17.16,2.61,2856.16
50001.00,398.17,15.00,384.94,161.15,573.55,-3.43,421.34,97.67,7.25,15.51,3.66,2816.93
50732.01,406.76,9.97,380.19,168.72,562.23,2.82,405.67,97.16,9.82,18.36,2.97,2756.79
51463.01,420.56,2.49,379.56,167.57,548.67,5.86,388.36,84.64,12.25,24.95,3.10,2685.67
52194.02,433.91,0.50,385.61,150.50,537.08,3.22,376.69,70.41,15.13,29.90,5.33,2630.17
52925.02,435.66,5.27,395.06,129.83,528.87,0.06,374.33,69.75,18.70,29.09,8.79,2621.79
53656.03,423.07,12.48,400.88,119.71,516.40,2.48,380.62,83.35,19.47,25.90,11.66,2647.79
54387.04,407.00,17.33,403.03,123.18,492.38,10.19,395.10,96.66,14.48,25.02,12.68,2653.44
55118.04,399.90,18.30,407.05,133.38,462.39,17.78,412.45,96.87,6.83,25.91,12.76,2607.69
55849.05,401.49,19.81,411.30,140.05,443.18,20.92,419.01,85.97,1.91,27.25,13.75,2536.12
56580.06,403.31,27.26,408.27,141.44,447.61,20.25,412.60,75.89,1.79,29.19,14.55,2493.34
57311.06,405.15,39.29,400.22,145.03,473.36,21.89,414.09,73.05,6.27,31.08,13.08,2512.67
58042.07,415.12,49.68,399.50,154.03,507.41,31.56,434.14,73.12,12.88,32.36,10.83,2562.02
58773.07,435.11,53.55,410.58,165.52,535.24,43.85,443.58,73.04,16.84,33.09,9.27,2561.72
59504.08,457.86,48.74,422.20,178.44,546.90,45.72,412.61,78.95,17.11,33.54,6.93,2473.04
60235.09,473.37,37.40,418.15,192.11,545.46,35.54,361.81,93.47,17.20,33.94,4.71,2346.19
60966.09,472.22,27.11,392.86,203.47,545.09,25.16,329.36,104.53,17.91,33.69,6.29,2251.23
61697.10,453.38,24.52,358.40,210.41,554.45,22.24,315.55,99.27,16.91,32.50,10.88,2188.32
